life_expectancy,mean_years_schooling,expected_years_schooling,gni_per_capita,hdi_score,hdi_tier
66.7,7.03,10.87,8012.0,0.6241,Medium
81.1,13.79,17.26,52670.0,0.9515,Very High
55.3,8.56,9.87,4048.0,0.5658,Medium
58.7,8.25,11.03,4486.0,0.5751,Medium
59.4,11.9,10.48,6819.0,0.6541,Medium
46.8,8.82,4.47,716.0,0.3596,Low
56.4,7.57,10.11,3989.0,0.5447,Low
58.9,6.13,7.9,3758.0,0.5168,Low
59.5,9.05,11.56,5928.0,0.613,Medium
53.4,7.61,9.12,2419.0,0.4937,Low
76.2,15.0,15.05,34507.0,0.8897,Very High
53.0,4.31,6.56,1073.0,0.3978,Low
58.2,10.52,11.15,5805.0,0.6051,Medium
55.0,8.96,9.5,1736.0,0.5086,Low
62.1,11.9,13.57,19920.0,0.7472,High
73.0,12.42,17.88,19962.0,0.8365,Very High
85.0,14.62,18.0,38472.0,0.9557,Very High
30.2,3.99,0.25,176.0,0.1147,Low
45.3,4.46,5.5,832.0,0.3548,Low
28.6,3.33,3.31,352.0,0.1869,Low
48.8,6.9,10.37,2211.0,0.4723,Low
30.8,0.0,3.61,146.0,0.1101,Low
35.3,3.72,3.12,1185.0,0.2595,Low
55.4,10.03,14.62,6387.0,0.6312,Medium
30.7,3.96,4.93,835.0,0.2313,Low
65.9,11.09,12.83,21144.0,0.7272,High
68.9,11.68,12.52,9601.0,0.7201,High
72.0,11.07,14.13,6467.0,0.7225,High
52.6,8.94,12.1,10178.0,0.6096,Medium
58.9,9.23,9.46,8506.0,0.6184,Medium
76.7,11.42,13.43,38236.0,0.8376,Very High
85.0,14.44,14.65,67597.0,0.9463,Very High
80.2,15.0,16.23,71438.0,0.9495,Very High
47.1,7.77,6.98,854.0,0.4097,Low
60.2,8.6,9.37,3817.0,0.577,Medium
57.6,9.25,6.75,2721.0,0.5372,Low
41.7,4.33,8.37,922.0,0.3658,Low
32.0,0.92,5.84,302.0,0.1745,Low
26.2,0.0,4.41,341.0,0.1374,Low
37.5,2.82,2.09,487.0,0.205,Low
27.4,1.34,4.02,100.0,0.0129,Low
53.8,8.47,10.8,2647.0,0.5392,Low
42.1,6.0,8.48,1785.0,0.38,Low
68.3,10.02,15.4,15196.0,0.7586,High
69.5,9.03,14.06,17989.0,0.736,High
32.2,2.02,0.66,591.0,0.1596,Low
43.1,6.68,5.08,397.0,0.2929,Low
37.9,7.96,5.65,2710.0,0.396,Low
43.9,7.33,3.04,640.0,0.3168,Low
50.9,7.55,9.62,2734.0,0.4848,Low
65.6,9.78,15.21,12548.0,0.7185,High
43.3,4.23,6.26,1008.0,0.3382,Low
40.8,7.21,7.83,1346.0,0.39,Low
73.3,13.18,16.24,26800.0,0.8633,Very High
44.4,6.36,7.07,803.0,0.369,Low
63.0,12.33,13.34,6077.0,0.6901,Medium
44.3,5.4,2.91,578.0,0.3029,Low
47.8,10.16,8.97,3497.0,0.5211,Low
55.1,5.72,8.91,2723.0,0.501,Low
69.3,10.73,10.78,17594.0,0.7549,High
50.4,7.56,7.6,1963.0,0.468,Low
53.4,5.94,12.2,2149.0,0.5066,Low
72.2,13.45,12.31,27380.0,0.8089,Very High
57.3,11.02,10.17,4293.0,0.5991,Medium
50.4,10.15,11.15,2890.0,0.5474,Low
64.1,9.23,8.05,7406.0,0.6046,Medium
77.1,9.48,13.98,33954.0,0.8293,Very High
58.0,8.72,9.69,5523.0,0.5789,Medium
60.4,10.86,12.44,9824.0,0.6707,Medium
69.3,11.85,14.5,18046.0,0.7855,High
60.2,9.25,9.1,7663.0,0.6054,Medium
76.0,11.06,14.94,23119.0,0.8265,Very High
75.9,11.11,13.39,11852.0,0.7607,High
51.4,11.03,12.53,5584.0,0.6031,Medium
58.5,8.71,9.62,1805.0,0.5265,Low
40.4,2.42,2.52,996.0,0.2541,Low
42.0,3.48,6.96,680.0,0.3148,Low
47.1,5.48,8.98,3208.0,0.4552,Low
53.0,10.6,10.9,3015.0,0.5602,Medium
34.1,3.81,3.89,267.0,0.1945,Low
58.1,6.87,15.19,5199.0,0.6078,Medium
39.5,7.08,8.62,3133.0,0.4028,Low
42.1,4.35,5.01,577.0,0.3081,Low
74.1,11.39,14.1,25706.0,0.8015,Very High
53.2,7.88,5.72,1414.0,0.4578,Low
67.3,12.57,14.72,17185.0,0.774,High
46.7,6.65,5.52,1399.0,0.4069,Low
33.3,1.47,4.35,205.0,0.1663,Low
66.5,8.83,11.33,10588.0,0.6842,Medium
45.2,6.53,4.58,1299.0,0.3732,Low
48.5,5.01,9.52,1306.0,0.4067,Low
36.3,4.23,0.0,1016.0,0.2296,Low
70.9,12.57,13.93,13725.0,0.7739,High
45.1,2.88,6.64,950.0,0.3319,Low
66.5,8.8,7.78,6911.0,0.603,Medium
71.3,11.49,14.64,17069.0,0.7822,High
58.3,12.19,10.6,7513.0,0.6168,Medium
72.9,15.0,16.26,64373.0,0.908,Very High
63.7,10.26,14.74,7472.0,0.6919,Medium
75.0,12.39,14.41,28417.0,0.8295,Very High
36.7,3.29,3.5,802.0,0.2532,Low
64.5,11.65,11.74,9180.0,0.6952,Medium
65.1,11.06,15.68,7490.0,0.7238,High
55.7,9.88,10.29,3313.0,0.574,Medium
61.0,8.35,10.87,9360.0,0.6339,Medium
48.6,4.68,6.18,2498.0,0.4121,Low
73.1,11.88,11.62,15209.0,0.7672,High
39.2,5.49,4.88,1319.0,0.3499,Low
72.5,15.0,16.95,18254.0,0.8561,Very High
23.7,0.0,2.61,297.0,0.0902,Low
85.0,14.9,15.54,64910.0,0.9791,Very High
45.8,5.96,8.07,1333.0,0.4038,Low
44.8,4.91,4.75,1018.0,0.3319,Low
72.9,15.0,15.89,18426.0,0.8499,Very High
70.8,12.23,12.66,17264.0,0.7743,High
53.0,5.57,12.17,5595.0,0.5426,Low
52.1,11.81,9.78,5411.0,0.5882,Medium
56.0,10.78,8.13,6561.0,0.5715,Medium
38.9,4.58,6.71,915.0,0.3154,Low
82.5,11.85,13.52,73796.0,0.8951,Very High
73.9,12.06,14.43,18120.0,0.7979,High
67.7,12.17,15.2,15124.0,0.7705,High
73.5,14.13,11.21,25311.0,0.8042,Very High
45.3,4.21,8.36,4311.0,0.4519,Low
20.0,0.56,0.0,212.0,0.0058,Low
30.7,4.23,0.0,293.0,0.1478,Low
55.1,11.03,8.62,3227.0,0.5387,Low
35.4,3.2,2.73,219.0,0.1665,Low
58.3,12.57,11.74,9431.0,0.6671,Medium
37.3,4.4,6.45,585.0,0.2785,Low
67.4,10.42,10.91,3184.0,0.6534,Medium
51.8,7.73,8.13,2178.0,0.4627,Low
41.5,5.69,3.61,468.0,0.2823,Low
65.2,8.2,12.44,13669.0,0.6823,Medium
79.1,14.26,18.0,34764.0,0.9195,Very High
79.9,12.32,15.77,58629.0,0.8903,Very High
37.5,6.06,4.92,614.0,0.2922,Low
60.7,8.13,8.64,7265.0,0.5935,Medium
47.4,8.64,11.83,5997.0,0.5508,Medium
77.3,11.03,16.62,25036.0,0.8531,Very High
33.8,2.8,3.46,406.0,0.2164,Low
67.5,11.52,12.08,15353.0,0.7165,High
42.1,6.72,5.01,1526.0,0.3684,Low
64.4,10.56,10.18,6933.0,0.6771,Medium
60.4,7.38,12.76,7002.0,0.6317,Medium
50.2,5.02,8.81,3477.0,0.4539,Low
49.3,5.62,10.82,1788.0,0.4584,Low
41.1,3.41,4.71,1253.0,0.3013,Low
80.5,14.11,9.95,15299.0,0.8041,Very High
72.8,15.0,18.0,15385.0,0.8718,Very High
69.2,8.86,12.82,8228.0,0.6997,Medium
80.6,15.0,17.56,31334.0,0.9129,Very High
35.4,4.05,1.13,278.0,0.1748,Low
52.8,4.54,5.93,2924.0,0.4332,Low
64.7,8.77,12.66,10170.0,0.6738,Medium
67.4,7.51,8.42,16674.0,0.6518,Medium
71.3,11.5,13.48,14132.0,0.7573,High
41.6,4.3,6.97,329.0,0.2684,Low
85.0,13.84,17.39,49087.0,0.9519,Very High
49.5,3.68,8.52,1601.0,0.4049,Low
48.2,4.77,11.43,1442.0,0.444,Low
81.9,15.0,18.0,63741.0,0.9784,Very High
57.5,9.16,6.45,2873.0,0.5143,Low
60.1,7.05,11.82,6716.0,0.616,Medium
36.3,2.17,8.38,1038.0,0.3111,Low
60.6,11.79,11.75,9668.0,0.677,Medium
55.6,5.91,12.65,2781.0,0.5298,Low
74.0,13.14,17.63,58218.0,0.9227,Very High
66.9,10.04,13.69,18164.0,0.7564,High
49.5,9.09,7.47,2072.0,0.4585,Low
57.6,6.17,11.65,3641.0,0.5617,Medium
80.0,13.83,18.0,53184.0,0.961,Very High
61.5,10.75,8.37,3470.0,0.5932,Medium
34.7,4.45,4.46,316.0,0.2157,Low
42.3,4.11,2.1,731.0,0.2688,Low
65.8,9.11,11.58,13175.0,0.7048,High
57.8,7.7,6.68,5483.0,0.5463,Low
48.0,6.29,10.88,4748.0,0.5102,Low
54.1,8.77,9.46,5117.0,0.5809,Medium
29.8,1.61,4.17,176.0,0.1196,Low
57.8,7.89,9.25,4922.0,0.5615,Medium
51.9,7.96,6.62,3230.0,0.4892,Low
21.8,0.24,0.0,238.0,0.0289,Low
41.8,2.92,7.28,955.0,0.3066,Low
38.8,3.82,6.41,722.0,0.3075,Low
59.7,9.19,12.49,4841.0,0.6085,Medium
50.8,6.91,9.66,2739.0,0.4827,Low
39.1,3.76,5.5,444.0,0.2606,Low
77.0,11.56,16.97,39947.0,0.8768,Very High
81.5,11.45,16.76,36601.0,0.8929,Very High
59.4,6.8,10.68,3137.0,0.5583,Medium
50.2,7.15,6.86,2340.0,0.4679,Low
56.9,10.13,9.35,4012.0,0.5717,Medium
65.9,10.26,8.92,6474.0,0.6344,Medium
47.5,5.0,7.56,1260.0,0.3921,Low
76.8,15.0,18.0,30418.0,0.9015,Very High
73.7,12.82,16.19,32903.0,0.8587,Very High
49.0,6.13,8.7,3915.0,0.4702,Low
56.9,3.67,11.15,2452.0,0.5125,Low
45.3,5.19,9.24,1491.0,0.4097,Low
44.4,6.06,6.62,1491.0,0.3843,Low
70.5,14.02,12.87,25272.0,0.8189,Very High
26.5,0.0,4.0,159.0,0.0799,Low
50.0,7.62,5.84,2769.0,0.4513,Low
75.6,13.68,14.64,26360.0,0.8574,Very High
71.6,14.58,16.71,16275.0,0.8353,Very High
55.6,9.84,9.42,2760.0,0.5555,Medium
74.7,13.57,13.99,20295.0,0.801,Very High
65.3,11.57,13.22,24287.0,0.7658,High
70.1,12.21,13.96,21767.0,0.787,High
57.8,8.73,11.28,5144.0,0.5818,Medium
70.9,12.03,13.34,10848.0,0.7361,High
37.1,1.88,4.79,563.0,0.2322,Low
52.9,8.09,8.34,1917.0,0.4995,Low
56.8,9.3,7.4,4282.0,0.5591,Medium
56.7,10.79,12.21,5657.0,0.638,Medium
36.7,1.85,4.96,577.0,0.2373,Low
45.7,7.42,7.77,2044.0,0.4382,Low
49.4,7.77,10.28,6918.0,0.5246,Low
54.2,8.9,7.26,4768.0,0.519,Low
53.1,4.79,2.81,2298.0,0.3842,Low
54.8,8.02,7.86,2146.0,0.4801,Low
36.1,4.6,2.27,914.0,0.2532,Low
58.9,7.45,11.41,3273.0,0.5633,Medium
68.1,10.89,15.69,14163.0,0.7745,High
63.8,12.11,11.04,10631.0,0.6962,Medium
31.6,0.79,1.78,252.0,0.1099,Low
77.8,11.42,14.57,24109.0,0.8151,Very High
75.1,14.16,16.35,69078.0,0.9198,Very High
73.8,9.02,13.79,18761.0,0.7586,High
61.0,12.85,10.77,18860.0,0.7149,High
66.6,13.8,15.44,20726.0,0.7988,High
33.5,5.72,9.86,1014.0,0.3227,Low
74.0,11.89,16.43,28787.0,0.8585,Very High
68.5,13.59,13.12,10556.0,0.7649,High
74.7,13.84,13.96,15409.0,0.8201,Very High
44.5,5.58,6.73,1435.0,0.3747,Low
61.1,12.79,11.8,7781.0,0.6737,Medium
34.6,2.42,6.26,985.0,0.2781,Low
74.1,12.35,16.98,26930.0,0.8662,Very High
27.1,0.0,0.0,221.0,0.0,Low
52.7,9.32,11.58,3479.0,0.5697,Medium
79.5,12.85,17.95,46983.0,0.9161,Very High
38.1,4.32,5.37,788.0,0.3009,Low
75.0,13.05,15.58,55032.0,0.9161,Very High
64.5,8.31,12.27,4517.0,0.6083,Medium
54.0,9.93,13.14,12400.0,0.6476,Medium
75.8,14.51,15.88,35943.0,0.8873,Very High
29.8,0.38,2.82,203.0,0.1179,Low
58.7,10.98,12.32,11810.0,0.6662,Medium
48.6,7.33,7.9,3286.0,0.4506,Low
74.7,12.07,11.8,19053.0,0.7795,High
37.8,2.25,0.0,195.0,0.1311,Low
54.1,5.82,9.34,2771.0,0.5059,Low
62.3,8.7,9.83,3538.0,0.5864,Medium
36.2,5.15,6.07,701.0,0.3067,Low
48.9,6.93,8.27,3718.0,0.4771,Low
53.8,5.85,9.61,3172.0,0.495,Low
64.0,9.54,11.44,4709.0,0.6338,Medium
62.5,12.66,16.13,9514.0,0.7278,High
58.5,11.25,13.23,4040.0,0.6377,Medium
70.3,14.16,13.49,25923.0,0.8052,Very High
70.4,11.85,14.46,6246.0,0.7363,High
62.6,9.23,10.2,9011.0,0.6531,Medium
58.3,9.56,6.77,8134.0,0.5872,Medium
63.0,7.9,14.82,6691.0,0.6663,Medium
42.2,5.15,6.74,2187.0,0.3785,Low
26.2,1.75,4.07,205.0,0.1128,Low
63.0,10.68,12.11,15415.0,0.7072,High
71.1,12.07,12.87,9774.0,0.7379,High
69.0,9.97,13.46,9252.0,0.7169,High
23.7,0.0,0.7,101.0,0.0144,Low
43.0,6.51,6.73,1226.0,0.3778,Low
52.1,6.38,10.05,4038.0,0.5168,Low
60.2,6.63,8.29,2749.0,0.5253,Low
77.3,13.01,15.51,31868.0,0.8711,Very High
47.1,5.2,6.4,2422.0,0.4084,Low
38.1,6.38,8.3,767.0,0.3444,Low
68.7,10.44,12.42,28261.0,0.7647,High
77.6,13.36,14.55,24512.0,0.86,Very High
55.5,6.78,8.72,1830.0,0.488,Low
66.7,12.78,18.0,21039.0,0.8145,Very High
65.4,10.99,15.47,23307.0,0.7673,High
27.3,2.12,1.04,201.0,0.0994,Low
41.2,7.73,8.56,1698.0,0.4094,Low
76.7,12.01,16.58,22080.0,0.854,Very High
74.5,11.36,15.38,19439.0,0.8184,Very High
55.9,7.93,11.34,4450.0,0.5699,Medium
46.1,7.73,6.73,904.0,0.3937,Low
38.2,4.61,6.0,682.0,0.2854,Low
72.2,13.95,11.72,8355.0,0.747,High
48.3,7.18,11.53,3588.0,0.5153,Low
73.9,13.95,13.8,20622.0,0.8188,Very High
72.7,12.71,12.29,14971.0,0.7787,High
70.3,13.56,14.36,52152.0,0.8545,Very High
58.5,6.88,10.0,4082.0,0.551,Medium
62.7,7.52,10.43,6578.0,0.6147,Medium
77.2,14.54,16.92,21494.0,0.882,Very High
47.6,7.66,9.05,2151.0,0.4518,Low
79.2,15.0,13.66,75000.0,0.9337,Very High
83.1,11.63,15.7,72176.0,0.9213,Very High
25.2,1.44,0.05,217.0,0.0635,Low
35.9,2.8,4.89,550.0,0.2508,Low
52.7,7.49,13.39,7995.0,0.5797,Medium
72.2,11.89,13.7,24701.0,0.8,Very High
31.4,4.55,7.59,338.0,0.2296,Low
70.5,10.47,13.5,13607.0,0.7469,High
50.2,5.93,9.89,1504.0,0.4418,Low
67.1,10.8,10.91,5414.0,0.6517,Medium
52.1,10.12,9.34,4333.0,0.5441,Low
46.8,6.51,6.52,1348.0,0.3905,Low
62.2,10.33,13.91,8176.0,0.6794,Medium
42.0,7.07,9.02,3127.0,0.435,Low
38.0,3.6,5.72,669.0,0.2668,Low
23.7,2.07,2.66,135.0,0.069,Low
69.1,8.63,10.66,5398.0,0.6362,Medium
52.9,8.58,10.69,3955.0,0.5501,Medium
63.5,7.89,10.28,5503.0,0.6091,Medium
35.7,3.67,7.12,497.0,0.2791,Low
52.6,7.27,11.37,2406.0,0.5186,Low
54.4,7.86,11.4,2455.0,0.5183,Low
52.7,5.11,3.68,1785.0,0.369,Low
77.7,12.28,17.44,21603.0,0.8486,Very High
65.8,9.59,11.35,6839.0,0.6533,Medium
56.7,4.04,6.63,2218.0,0.4224,Low
59.9,6.92,11.73,5124.0,0.5818,Medium
71.6,14.3,12.98,33352.0,0.836,Very High
69.5,12.72,16.09,25064.0,0.8155,Very High
77.6,10.86,16.92,23607.0,0.8501,Very High
35.8,4.96,0.98,319.0,0.1954,Low
29.8,2.91,4.59,405.0,0.1854,Low
37.9,2.49,3.74,653.0,0.2614,Low
54.7,8.48,8.0,6547.0,0.5538,Medium
67.5,14.58,15.71,20044.0,0.8152,Very High
53.7,8.07,10.38,2528.0,0.5291,Low
57.6,6.65,11.28,1942.0,0.5266,Low
54.5,7.9,9.54,1005.0,0.4569,Low
34.7,1.05,3.02,812.0,0.2145,Low
80.2,12.97,17.56,38641.0,0.9106,Very High
53.3,7.51,10.51,1316.0,0.4865,Low
79.9,12.51,14.19,17312.0,0.8228,Very High
79.9,15.0,18.0,44891.0,0.9441,Very High
76.3,12.39,11.59,32452.0,0.8244,Very High
36.9,6.08,8.25,824.0,0.3331,Low
56.7,9.06,10.86,2109.0,0.531,Low
64.4,9.52,6.59,8242.0,0.5943,Medium
65.2,12.7,15.34,18221.0,0.7787,High
55.8,8.19,6.78,3688.0,0.5154,Low
45.7,4.1,7.37,2084.0,0.392,Low
52.2,7.81,9.97,3147.0,0.5341,Low
20.0,1.24,0.47,129.0,0.0,Low
57.3,10.71,14.06,6346.0,0.6406,Medium
73.4,11.37,13.65,12946.0,0.7524,High
53.7,9.4,9.46,5095.0,0.5512,Medium
70.3,10.36,15.96,24806.0,0.8067,Very High
51.3,9.03,7.59,2316.0,0.482,Low
77.0,10.78,14.67,23564.0,0.8279,Very High
55.3,8.38,10.44,9738.0,0.5852,Medium
44.5,7.04,7.1,1678.0,0.4023,Low
43.1,4.92,8.92,1315.0,0.3759,Low
74.5,12.7,12.69,15435.0,0.796,High
58.0,8.32,9.11,5603.0,0.5716,Medium
52.2,7.88,7.33,1031.0,0.4223,Low
64.7,9.68,8.08,11562.0,0.6533,Medium
58.1,6.24,11.19,1472.0,0.503,Low
59.1,12.34,9.13,4057.0,0.6106,Medium
74.2,11.49,14.87,17028.0,0.8045,Very High
46.7,0.93,8.03,529.0,0.2885,Low
46.4,3.66,5.59,761.0,0.3383,Low
80.2,13.0,16.29,38869.0,0.9033,Very High
68.9,11.19,11.55,28145.0,0.7662,High
47.3,8.38,10.74,4057.0,0.5176,Low
39.6,7.68,7.23,1603.0,0.3767,Low
48.4,5.18,4.95,1123.0,0.386,Low
71.8,9.36,12.42,24858.0,0.758,High
41.2,4.62,10.9,1332.0,0.3877,Low
49.9,5.75,5.9,922.0,0.3761,Low
72.1,10.0,13.02,20440.0,0.7767,High
33.5,2.75,3.19,425.0,0.2134,Low
50.2,10.5,10.13,1951.0,0.5104,Low
78.1,13.47,15.82,44129.0,0.8859,Very High
69.4,11.0,13.92,13532.0,0.7496,High
84.4,13.34,18.0,75000.0,0.9774,Very High
51.7,7.98,10.42,1736.0,0.4846,Low
67.1,8.06,9.65,3301.0,0.5804,Medium
47.4,7.79,12.65,2073.0,0.475,Low
58.2,10.57,10.49,6106.0,0.6317,Medium
63.8,10.8,13.77,6401.0,0.6873,Medium
58.9,10.12,10.83,10820.0,0.6471,Medium
41.3,6.7,4.54,1417.0,0.3516,Low
68.6,9.4,9.2,6855.0,0.6511,Medium
76.5,14.17,15.52,52915.0,0.908,Very High
61.2,7.72,12.95,4950.0,0.609,Medium
45.5,5.41,4.79,908.0,0.3486,Low
76.0,15.0,14.69,20481.0,0.8617,Very High
73.0,11.74,15.65,25286.0,0.8326,Very High
70.5,9.72,14.07,22575.0,0.7602,High
38.8,2.94,3.21,322.0,0.2165,Low
62.1,11.4,8.87,7590.0,0.6542,Medium
67.3,8.37,14.69,18634.0,0.7367,High
50.4,6.44,8.72,861.0,0.4331,Low
37.1,4.54,7.47,1405.0,0.3334,Low
66.9,10.88,13.4,12378.0,0.7111,High
58.3,9.37,9.97,5314.0,0.5845,Medium
49.7,9.08,9.74,4076.0,0.5206,Low
59.8,7.49,9.32,3654.0,0.5588,Medium
25.5,4.15,0.8,214.0,0.1247,Low
65.3,13.14,12.91,15616.0,0.7524,High
84.5,14.47,17.97,62446.0,0.9851,Very High
61.9,9.56,11.97,8409.0,0.674,Medium
66.3,11.11,9.12,8756.0,0.6612,Medium
59.0,8.54,8.07,2823.0,0.5355,Low
49.7,4.51,6.22,2186.0,0.4052,Low
50.0,7.72,9.84,2975.0,0.4891,Low
52.6,7.27,13.86,1493.0,0.4846,Low
75.5,11.7,15.03,10891.0,0.8008,Very High
46.9,4.58,4.59,623.0,0.3099,Low
70.0,10.58,13.53,10036.0,0.7283,High
49.3,8.3,7.72,1306.0,0.4455,Low
69.7,10.59,14.73,11644.0,0.7363,High
34.2,5.08,6.27,432.0,0.2468,Low
63.4,10.77,15.19,10511.0,0.7156,High
55.3,5.76,9.92,2650.0,0.4967,Low
33.2,3.07,3.34,510.0,0.2011,Low
35.3,3.67,9.22,618.0,0.2966,Low
57.5,10.33,10.68,7188.0,0.6159,Medium
63.0,10.04,12.53,10839.0,0.6849,Medium
29.5,3.67,2.43,184.0,0.1377,Low
69.2,12.4,8.47,11130.0,0.7143,High
64.0,4.6,10.94,2740.0,0.5406,Low
34.8,5.0,8.04,1212.0,0.3136,Low
44.5,3.57,2.19,462.0,0.262,Low
66.1,13.82,14.5,14949.0,0.7692,High
51.6,6.79,8.39,2900.0,0.476,Low
43.7,2.99,7.74,1030.0,0.3334,Low
50.6,10.28,8.45,648.0,0.4016,Low
49.4,6.02,6.09,1913.0,0.4146,Low
50.7,4.63,8.52,1367.0,0.4219,Low
35.6,1.36,2.1,617.0,0.1763,Low
30.7,2.25,0.24,167.0,0.1183,Low
46.9,6.1,8.79,2399.0,0.4237,Low
68.3,10.42,14.72,24158.0,0.7672,High
68.7,7.91,13.06,4885.0,0.6359,Medium
62.8,9.62,10.74,10047.0,0.6664,Medium
55.6,9.5,7.28,1977.0,0.5106,Low
58.3,9.8,12.31,4632.0,0.6082,Medium
46.3,5.05,5.57,1860.0,0.3721,Low
47.5,5.83,6.84,1096.0,0.3767,Low
48.8,9.57,11.04,2579.0,0.517,Low
80.4,15.0,17.3,56216.0,0.9484,Very High
35.8,2.68,4.32,498.0,0.2257,Low
42.7,7.47,4.43,2482.0,0.3974,Low
47.9,6.97,10.61,3491.0,0.4912,Low
79.9,11.35,15.88,35929.0,0.8583,Very High
61.7,5.59,11.1,2777.0,0.5288,Low
55.1,9.99,10.46,3826.0,0.5573,Medium
46.7,9.42,10.66,3706.0,0.5077,Low
20.0,0.0,0.0,129.0,0.0009,Low
69.7,11.5,13.56,13204.0,0.7545,High
28.3,0.56,1.88,252.0,0.1202,Low
58.7,9.79,9.39,3972.0,0.5651,Medium
40.2,3.37,4.71,504.0,0.2676,Low
67.3,9.11,12.25,13197.0,0.6937,Medium
63.4,10.26,12.51,11492.0,0.7108,High
28.3,0.22,5.4,332.0,0.1526,Low
42.0,6.5,6.0,1326.0,0.3647,Low
60.7,7.59,8.69,6967.0,0.5859,Medium
20.3,1.18,0.07,100.0,0.0025,Low
21.3,0.08,0.0,134.0,0.0095,Low
47.4,4.27,11.79,2193.0,0.4581,Low
64.9,11.79,12.51,10783.0,0.7276,High
65.3,11.05,10.06,4577.0,0.6482,Medium
76.8,11.67,13.93,25049.0,0.8255,Very High
60.8,8.46,7.52,3286.0,0.5636,Medium
51.8,8.62,11.38,4151.0,0.5548,Medium
74.7,12.54,17.51,12207.0,0.8095,Very High
30.0,5.92,1.31,510.0,0.2077,Low
69.1,11.3,14.69,7654.0,0.7275,High
73.2,10.22,12.47,8238.0,0.7156,High
58.3,9.03,12.34,3849.0,0.5969,Medium
37.1,1.78,0.0,442.0,0.1332,Low
20.0,0.0,1.02,100.0,0.0161,Low
42.0,7.04,5.51,534.0,0.3276,Low
44.6,7.33,9.02,1282.0,0.3982,Low
54.7,5.17,9.67,2940.0,0.4994,Low
51.2,5.93,8.39,4146.0,0.4928,Low
41.6,6.09,5.75,1019.0,0.3627,Low
40.4,2.81,9.0,747.0,0.3374,Low
33.3,2.39,3.91,450.0,0.2251,Low
33.1,6.7,4.81,573.0,0.264,Low
59.8,8.84,12.33,5659.0,0.6251,Medium
68.6,13.91,16.34,20882.0,0.8164,Very High
31.7,6.7,3.51,618.0,0.2611,Low
65.8,9.76,14.62,17276.0,0.7159,High
41.5,6.63,8.09,1303.0,0.3724,Low
72.1,15.0,13.21,38443.0,0.8505,Very High
66.0,11.7,12.83,18676.0,0.7466,High
60.7,13.07,15.56,8300.0,0.7148,High
31.2,2.25,3.14,380.0,0.1908,Low
43.2,6.03,3.34,268.0,0.2435,Low
46.7,7.34,9.59,2336.0,0.451,Low
41.3,3.31,3.59,424.0,0.2429,Low
69.6,12.55,14.17,12703.0,0.7621,High
46.3,6.52,7.21,1756.0,0.4238,Low
67.2,10.22,13.14,11387.0,0.7309,High
59.8,10.32,11.4,5549.0,0.6403,Medium
72.4,10.12,18.0,17779.0,0.819,Very High
54.0,4.99,7.51,1097.0,0.4081,Low
46.7,9.27,9.43,6707.0,0.5286,Low
59.2,10.75,12.97,7221.0,0.6583,Medium
49.2,7.11,5.38,1301.0,0.3993,Low
60.5,8.47,12.71,5485.0,0.6143,Medium
47.4,7.28,6.24,1754.0,0.4269,Low
71.5,10.86,13.45,14199.0,0.7447,High
60.7,6.55,13.04,5064.0,0.6103,Medium
51.9,8.78,10.51,8232.0,0.572,Medium
76.3,14.23,16.43,75000.0,0.9361,Very High
65.2,10.5,12.05,15202.0,0.7142,High
34.8,1.31,6.49,619.0,0.254,Low
55.3,5.76,7.37,4757.0,0.4796,Low
31.9,3.14,3.6,325.0,0.2008,Low
41.4,7.57,6.69,1271.0,0.3938,Low
78.3,13.73,15.15,56588.0,0.9134,Very High
67.2,9.11,10.26,11979.0,0.6815,Medium
43.9,8.16,9.08,2305.0,0.4561,Low
85.0,13.54,17.03,75000.0,0.965,Very High
36.3,4.1,1.96,543.0,0.2313,Low
51.8,7.32,9.32,2966.0,0.5103,Low
71.8,11.57,14.73,24675.0,0.7899,High
76.0,14.53,17.23,33821.0,0.9049,Very High
37.5,6.34,5.19,347.0,0.2627,Low
37.1,3.91,8.38,1368.0,0.3416,Low
56.3,7.21,4.9,1391.0,0.4246,Low
47.0,6.56,9.04,3485.0,0.4639,Low
56.3,10.67,12.76,4538.0,0.5977,Medium
41.4,3.36,5.36,625.0,0.2736,Low
46.8,7.55,6.53,1836.0,0.4365,Low
57.8,9.15,8.55,3168.0,0.5422,Low
60.1,8.18,12.86,5566.0,0.6113,Medium
47.7,6.84,5.91,1743.0,0.4273,Low
49.6,8.35,9.09,2488.0,0.4863,Low
77.0,11.47,16.14,43599.0,0.8842,Very High
37.3,2.77,4.06,467.0,0.2227,Low
42.4,5.9,5.5,705.0,0.325,Low
61.2,9.12,11.35,3860.0,0.5917,Medium
34.9,1.46,7.57,590.0,0.2571,Low
53.8,6.56,9.07,2969.0,0.4985,Low
63.9,13.09,10.87,10716.0,0.7136,High
70.2,13.94,12.23,8664.0,0.7496,High
63.2,7.73,8.36,8618.0,0.5832,Medium
57.3,7.86,7.67,2811.0,0.5132,Low
54.4,5.04,4.78,1701.0,0.3932,Low
50.4,10.37,9.42,3181.0,0.5328,Low
62.7,11.77,14.9,12167.0,0.7326,High
69.0,13.01,14.77,8985.0,0.7629,High
69.0,12.39,10.99,11611.0,0.7286,High
30.5,0.38,1.4,314.0,0.0965,Low
61.9,7.48,9.0,4947.0,0.5766,Medium
80.5,12.68,11.82,22808.0,0.8348,Very High
